"","user_id","track_id","timestamp"
"5",6258,18106,"2010-01-01 00:46:25"
"254",46286,32670,"2010-01-01 13:07:15"
"257",46286,36970,"2010-01-01 13:08:05"
"323",927,27213,"2010-01-01 13:52:23"
"325",927,1123,"2010-01-01 13:53:08"
"326",927,10614,"2010-01-01 13:54:07"
"327",927,27213,"2010-01-01 13:54:22"
"328",927,10613,"2010-01-01 13:54:32"
"329",927,26029,"2010-01-01 13:57:02"
"331",927,1123,"2010-01-01 13:57:25"
"332",927,10614,"2010-01-01 13:58:27"
"333",927,17341,"2010-01-01 13:58:30"
"334",927,25090,"2010-01-01 13:58:51"
"776",6258,18106,"2010-01-01 17:50:03"
"853",141,28106,"2010-01-01 18:37:25"
"880",44110,37286,"2010-01-01 18:52:06"
"885",141,38896,"2010-01-01 18:54:58"
"886",141,38896,"2010-01-01 18:55:00"
"889",44110,37285,"2010-01-01 18:57:10"
"890",42020,38138,"2010-01-01 18:58:21"
"893",42020,38138,"2010-01-01 18:59:15"
"894",42020,39084,"2010-01-01 18:59:25"
"895",42020,38135,"2010-01-01 18:59:40"
"896",42020,38135,"2010-01-01 19:00:32"
"898",42020,38136,"2010-01-01 19:00:34"
"899",44110,7860,"2010-01-01 19:00:41"
"900",42020,38139,"2010-01-01 19:01:24"
"903",42020,38200,"2010-01-01 19:01:43"
"904",42020,38140,"2010-01-01 19:01:53"
"907",42020,38143,"2010-01-01 19:02:37"
"909",44110,12734,"2010-01-01 19:03:12"
"911",44110,12753,"2010-01-01 19:03:24"
"912",44110,12725,"2010-01-01 19:03:43"
"924",42020,31387,"2010-01-01 19:10:24"
"926",42020,37571,"2010-01-01 19:10:58"
"929",42020,38484,"2010-01-01 19:11:29"
"934",42020,38485,"2010-01-01 19:12:50"
"935",42020,38486,"2010-01-01 19:13:26"
"940",42020,38489,"2010-01-01 19:14:10"
"943",42020,31259,"2010-01-01 19:15:36"
"946",42020,38605,"2010-01-01 19:16:11"
"947",42020,38607,"2010-01-01 19:16:36"
"952",42020,38608,"2010-01-01 19:17:03"
"958",42020,38609,"2010-01-01 19:18:23"
"968",42020,34628,"2010-01-01 19:19:33"
"970",42020,29701,"2010-01-01 19:20:21"
"1064",6258,18106,"2010-01-01 20:24:15"
"1080",43102,32818,"2010-01-01 20:30:38"
"1081",43102,32819,"2010-01-01 20:30:47"
"1083",43102,32819,"2010-01-01 20:31:13"
"1084",43102,38861,"2010-01-01 20:32:42"
"1085",43102,38513,"2010-01-01 20:32:48"
"1086",43102,38513,"2010-01-01 20:32:51"
"1087",43102,10888,"2010-01-01 20:32:55"
"1089",43102,10888,"2010-01-01 20:33:10"
"1095",43102,35103,"2010-01-01 20:34:53"
"1104",43102,38556,"2010-01-01 20:38:15"
"1192",43102,26784,"2010-01-01 21:18:25"
"1197",43102,27371,"2010-01-01 21:19:06"
"1476",43102,37111,"2010-01-01 22:10:50"
"1477",43102,36640,"2010-01-01 22:11:10"
"1480",43102,36773,"2010-01-01 22:11:25"
"1514",43102,35328,"2010-01-01 22:15:35"
"1555",1180,20738,"2010-01-01 22:27:55"
"1558",1180,32526,"2010-01-01 22:30:20"
"1559",1180,30489,"2010-01-01 22:30:25"
"1560",1180,30551,"2010-01-01 22:30:28"
"1561",1180,16516,"2010-01-01 22:30:31"
"1562",1180,32526,"2010-01-01 22:30:45"
"1563",1180,30489,"2010-01-01 22:30:50"
"1565",1180,16514,"2010-01-01 22:32:53"
"1566",1180,30551,"2010-01-01 22:32:55"
"1568",1180,16513,"2010-01-01 22:32:58"
"1569",1180,16515,"2010-01-01 22:33:16"
"1589",1180,34589,"2010-01-01 22:39:01"
"1598",1180,33558,"2010-01-01 22:40:07"
"1599",1180,33559,"2010-01-01 22:40:09"
"1600",1180,33560,"2010-01-01 22:40:13"
"1601",1180,33561,"2010-01-01 22:40:15"
"1602",1180,34025,"2010-01-01 22:40:17"
"1603",1180,34678,"2010-01-01 22:40:19"
"1604",1180,35261,"2010-01-01 22:40:22"
"1605",1180,36144,"2010-01-01 22:40:24"
"1606",1180,39033,"2010-01-01 22:40:27"
"1607",1180,33558,"2010-01-01 22:40:29"
"1608",1180,33559,"2010-01-01 22:40:32"
"1615",1180,23848,"2010-01-01 22:43:11"
"1618",1180,16800,"2010-01-01 22:43:31"
