"","UserID","ItemID","Timestamp"
"206",6033,1193,956713500
"207",6033,1214,956713838
"208",6033,2028,956713838
"209",6033,110,956713865
"210",6033,1036,956713898
"211",6033,457,956713999
"212",6033,1408,956714023
"213",6033,3404,956714023
"214",6033,480,956714023
"215",6033,349,956714059
"216",6033,1608,956714059
"217",6033,2353,956714059
"218",6033,380,956714082
"219",6033,1580,956714112
"242",6031,2001,956717104
"243",6031,1597,956717154
"251",6031,1755,956717526
"261",6031,1010,956717802
"264",6031,3248,956717833
"265",6031,1704,956717833
"266",6031,1036,956717833
"268",6031,150,956717857
"269",6031,2571,956717883
"270",6031,3270,956717929
"272",6031,1270,956717958
"288",6031,1297,956718093
"291",6031,8,956718223
"292",6031,1275,956718223
"294",6031,1097,956718288
"301",6031,1210,956718357
"307",6031,1291,956718411
"316",6031,2565,956718466
"328",6031,1376,956718549
"330",6031,1584,956718589
"634",6016,1084,956776340
"635",6016,2908,956776460
"636",6016,2611,956776499
"637",6016,3093,956776862
"638",6016,3467,956776862
"639",6016,964,956776932
"640",6016,969,956777057
"641",6016,1221,956777057
"642",6016,858,956777057
"643",6016,3000,956777101
"644",6016,2692,956777101
"645",6016,1912,956777277
"646",6016,919,956778313
"647",6016,1197,956778313
"648",6016,1204,956778313
"649",6016,314,956778338
"652",6016,3114,956778750
"656",6014,858,956778841
"661",6016,2384,956779117
"662",6014,1721,956779144
"664",6014,924,956779211
"665",6014,750,956779211
"666",6014,541,956779211
"669",6014,3471,956779379
"670",6014,1199,956779379
"671",6014,1097,956779379
"672",6014,1289,956779461
"673",6014,904,956779500
"674",6014,908,956779500
"675",6014,1212,956779500
"676",6014,1219,956779500
"677",6014,1252,956779500
"678",6014,1260,956779500
"679",6016,3435,956779521
"680",6016,1248,956779521
"681",6016,608,956779552
"682",6016,2511,956779553
"683",6016,1809,956779584
"684",6016,866,956779607
"685",6016,2391,956779607
"686",6014,3108,956779889
"687",6014,1303,956779933
"688",6016,3022,956779941
"691",6014,1207,956779955
"692",6016,2300,956779967
"693",6016,1394,956780020
