"","user_id","track_id","timestamp"
"54",3898,35623,"2010-01-01 03:33:50"
"55",3898,543,"2010-01-01 03:33:57"
"56",3898,545,"2010-01-01 03:34:25"
"59",3898,681,"2010-01-01 03:35:46"
"73",3898,550,"2010-01-01 03:40:30"
"74",3898,545,"2010-01-01 03:41:13"
"511",1165,23651,"2010-01-01 16:41:46"
"512",1165,23651,"2010-01-01 16:41:48"
"513",1165,33460,"2010-01-01 16:42:23"
"514",1165,33460,"2010-01-01 16:42:26"
"515",1165,33460,"2010-01-01 16:43:44"
"516",1165,33460,"2010-01-01 16:43:48"
"523",1165,33460,"2010-01-01 16:45:18"
"524",1165,33460,"2010-01-01 16:45:19"
"526",1165,23651,"2010-01-01 16:45:34"
"527",1165,23651,"2010-01-01 16:45:36"
"533",1165,23652,"2010-01-01 16:48:27"
"535",1165,23652,"2010-01-01 16:48:29"
"836",595,28216,"2010-01-01 18:27:16"
"840",595,28217,"2010-01-01 18:31:02"
"849",595,28218,"2010-01-01 18:33:43"
"2080",4153,28106,"2010-01-02 04:19:10"
"2097",4153,28107,"2010-01-02 04:22:14"
"2098",4153,38026,"2010-01-02 04:24:29"
"2099",4153,37196,"2010-01-02 04:25:20"
"2100",4153,36940,"2010-01-02 04:27:02"
"2101",42214,8307,"2010-01-02 04:28:04"
"2102",42214,8307,"2010-01-02 04:28:14"
"2103",4153,36947,"2010-01-02 04:28:37"
"2104",42214,8305,"2010-01-02 04:28:40"
"2105",4153,35459,"2010-01-02 04:29:52"
"2752",325,12982,"2010-01-02 17:01:04"
"2753",325,29605,"2010-01-02 17:01:17"
"2760",325,12982,"2010-01-02 17:03:05"
"2761",325,20698,"2010-01-02 17:03:42"
"2762",325,20698,"2010-01-02 17:03:52"
"2996",46163,6282,"2010-01-02 18:40:30"
"3012",46163,13609,"2010-01-02 18:43:44"
"3015",46163,13607,"2010-01-02 18:44:16"
"3016",46163,13607,"2010-01-02 18:44:17"
"3017",46163,13608,"2010-01-02 18:44:24"
"3019",46163,13608,"2010-01-02 18:44:25"
"3022",46163,3409,"2010-01-02 18:45:23"
"3023",46163,3409,"2010-01-02 18:45:24"
"3028",46163,39086,"2010-01-02 18:45:50"
"3029",46163,39086,"2010-01-02 18:45:52"
"3033",46163,3409,"2010-01-02 18:46:16"
"3034",46163,3409,"2010-01-02 18:46:18"
"3035",46163,3404,"2010-01-02 18:46:24"
"3036",46163,3404,"2010-01-02 18:46:25"
"3039",46163,3405,"2010-01-02 18:46:33"
"3040",46163,3405,"2010-01-02 18:46:34"
"3042",46163,3408,"2010-01-02 18:46:38"
"3043",46163,3408,"2010-01-02 18:46:39"
"3044",46163,3406,"2010-01-02 18:46:47"
"3045",46163,3406,"2010-01-02 18:46:48"
"3046",46163,3410,"2010-01-02 18:46:54"
"3047",46163,3410,"2010-01-02 18:46:55"
"3049",46163,12139,"2010-01-02 18:47:42"
"3050",46163,12139,"2010-01-02 18:47:43"
"3051",46163,123,"2010-01-02 18:47:57"
"3052",46163,123,"2010-01-02 18:47:58"
"3053",46163,124,"2010-01-02 18:48:01"
"3054",46163,124,"2010-01-02 18:48:02"
"3055",46163,24074,"2010-01-02 18:48:07"
"3056",46163,24074,"2010-01-02 18:48:08"
"3057",46163,12910,"2010-01-02 18:48:11"
"3058",46163,12910,"2010-01-02 18:48:13"
"3059",46163,12139,"2010-01-02 18:48:17"
"3060",46163,12139,"2010-01-02 18:48:18"
"3061",46163,14972,"2010-01-02 18:48:22"
"3062",46163,14972,"2010-01-02 18:48:23"
"3063",46163,2835,"2010-01-02 18:48:25"
"3064",46163,2835,"2010-01-02 18:48:26"
"3149",46163,33562,"2010-01-02 19:11:52"
"3164",46163,29851,"2010-01-02 19:12:30"
"3167",46163,29851,"2010-01-02 19:12:32"
"3171",46163,35115,"2010-01-02 19:12:53"
"3172",46163,35115,"2010-01-02 19:12:55"
"4699",46387,33994,"2010-01-03 16:48:23"
"4700",46387,34007,"2010-01-03 16:48:30"
"4701",46387,34008,"2010-01-03 16:48:33"
"4702",46387,33994,"2010-01-03 16:48:35"
"4704",46387,27585,"2010-01-03 16:48:57"
"4709",46387,27416,"2010-01-03 16:49:38"
"4712",46387,28974,"2010-01-03 16:49:52"
"4719",46387,10582,"2010-01-03 16:51:57"
"4721",46387,10582,"2010-01-03 16:52:06"
"4722",46387,20617,"2010-01-03 16:52:15"
"4723",46387,12048,"2010-01-03 16:52:28"
"4724",46387,5145,"2010-01-03 16:52:37"
"4726",46387,5145,"2010-01-03 16:52:43"
"4727",46387,9431,"2010-01-03 16:52:51"
"4728",46387,9431,"2010-01-03 16:52:55"
"4730",46387,29446,"2010-01-03 16:52:58"
"4732",46387,24998,"2010-01-03 16:53:46"
"4734",46387,3554,"2010-01-03 16:54:17"
"4735",46387,3554,"2010-01-03 16:54:27"
"4737",46387,26977,"2010-01-03 16:54:35"
"4742",46387,25776,"2010-01-03 16:54:49"
"4743",46387,5217,"2010-01-03 16:54:55"
"4744",46387,5217,"2010-01-03 16:55:02"
"4745",46387,5217,"2010-01-03 16:55:03"
"4746",4162,36947,"2010-01-03 16:55:07"
"4750",4162,39033,"2010-01-03 16:56:45"
"4761",46387,17504,"2010-01-03 17:01:00"
"4767",4162,1225,"2010-01-03 17:02:44"
"4768",4162,15177,"2010-01-03 17:02:49"
"4770",4162,1229,"2010-01-03 17:02:57"
"4776",4162,30807,"2010-01-03 17:05:37"
"4843",339,38152,"2010-01-03 17:46:21"
"4844",339,38154,"2010-01-03 17:46:55"
"4845",339,38151,"2010-01-03 17:47:28"
"4846",339,28925,"2010-01-03 17:49:33"
"4847",339,25838,"2010-01-03 17:49:58"
"4848",339,24139,"2010-01-03 17:50:49"
"4849",339,29560,"2010-01-03 17:51:53"
"4850",339,26932,"2010-01-03 17:52:42"
"4851",339,32171,"2010-01-03 17:53:17"
"4852",339,26783,"2010-01-03 17:53:30"
"4853",339,28467,"2010-01-03 17:53:46"
"4946",15305,24730,"2010-01-03 19:02:20"
"4947",15305,24730,"2010-01-03 19:02:43"
"4950",15305,33679,"2010-01-03 19:03:17"
"5271",4923,22904,"2010-01-03 21:37:34"
"5274",4923,22904,"2010-01-03 21:38:21"
"5275",4923,22904,"2010-01-03 21:38:24"
"5276",4923,15299,"2010-01-03 21:38:26"
"5277",4923,22904,"2010-01-03 21:38:29"
"5281",4923,22904,"2010-01-03 21:39:55"
"5282",4923,22904,"2010-01-03 21:39:57"
"5283",4923,15299,"2010-01-03 21:40:03"
"5284",4923,15299,"2010-01-03 21:40:05"
"5286",4923,33264,"2010-01-03 21:40:07"
"5289",4923,1692,"2010-01-03 21:41:01"
"5291",4923,1698,"2010-01-03 21:41:10"
"5292",4923,1698,"2010-01-03 21:41:12"
"5293",4923,1698,"2010-01-03 21:41:14"
"5294",4923,1698,"2010-01-03 21:41:16"
"5295",4923,1698,"2010-01-03 21:41:17"
"5299",4923,1692,"2010-01-03 21:42:40"
"5306",4923,37359,"2010-01-03 21:45:59"
"5309",4923,36628,"2010-01-03 21:46:40"
"5316",4923,34586,"2010-01-03 21:48:12"
"5321",4923,31081,"2010-01-03 21:52:20"
"5322",4923,30464,"2010-01-03 21:52:40"
"5324",4923,27604,"2010-01-03 21:56:11"
"5325",4923,26836,"2010-01-03 21:57:05"
"5326",4923,26570,"2010-01-03 21:57:46"
"5327",4923,26572,"2010-01-03 21:57:58"
"5329",4923,37597,"2010-01-03 22:00:18"
"5330",4923,37597,"2010-01-03 22:00:20"
"5346",4923,26305,"2010-01-03 22:05:06"
"5350",4923,26305,"2010-01-03 22:06:04"
"5351",4923,25729,"2010-01-03 22:06:54"
"5354",4923,25729,"2010-01-03 22:06:57"
"5355",4923,25729,"2010-01-03 22:07:31"
"5357",4923,18061,"2010-01-03 22:07:45"
"5358",4923,25729,"2010-01-03 22:07:48"
"5359",4923,25729,"2010-01-03 22:07:49"
"5372",4923,25729,"2010-01-03 22:16:28"
"5373",4923,18061,"2010-01-03 22:16:34"
"5374",4923,18063,"2010-01-03 22:16:35"
"5951",15305,35501,"2010-01-04 11:50:51"
"5952",15305,35750,"2010-01-04 11:51:19"
"5953",15305,35753,"2010-01-04 11:51:31"
"6245",325,29605,"2010-01-04 17:45:31"
"6265",325,29605,"2010-01-04 17:58:49"
"6267",325,29605,"2010-01-04 18:00:10"
"6270",325,12982,"2010-01-04 18:02:00"
"7180",2021,14190,"2010-01-05 00:14:32"
