"","UserID","ItemID","Timestamp"
"110",6035,1193,956710879
"120",6035,2628,956711024
"123",6035,3175,956711064
"124",6035,2571,956711064
"129",6035,1527,956711121
"130",6035,1396,956711121
"137",6035,1196,956711361
"138",6035,1210,956711361
"139",6035,1270,956711361
"141",6035,1375,956711390
"142",6035,2407,956711420
"143",6035,2105,956711420
"144",6035,2140,956711420
"145",6035,2311,956711420
"146",6035,2021,956711420
"150",6035,306,956711682
"151",6035,318,956711682
"152",6035,527,956711682
"154",6035,608,956711699
"155",6035,2324,956711699
"156",6035,296,956711711
"157",6035,1358,956711724
"159",6035,1243,956711743
"160",6035,1704,956711743
"161",6035,2686,956711775
"162",6035,2336,956711819
"163",6035,293,956711849
"164",6035,58,956711910
"165",6035,2291,956711910
"166",6035,194,956711961
"167",6035,337,956711971
"168",6035,358,956711982
"169",6035,515,956712019
"173",6035,3255,956712157
"174",6035,509,956712232
"186",6035,1183,956712471
"188",6035,1586,956712526
"190",6035,3528,956712613
"198",6035,1500,956712924
"199",6035,2355,956712937
"201",6035,471,956713042
"204",6035,1689,956713330
"205",6035,2266,956713357
"808",6006,2575,956790346
"809",6006,1271,956790346
"810",6006,3247,956790346
"827",6006,2692,956792625
"828",6006,3418,956793041
"829",6006,2908,956793788
"1611",5974,1617,956946482
"1615",5974,3435,956946542
"1617",5974,923,956946572
"1618",5974,1252,956946572
"1619",5974,903,956946593
"1620",5974,912,956946593
"1621",5974,1204,956946593
"1622",5974,111,956946593
"1624",5974,899,956946609
"1625",5974,919,956946626
"1626",5974,306,956946626
"1629",5974,527,956946658
"1631",5974,3362,956946686
"1634",5974,930,956946714
"1635",5974,1248,956946714
"1636",5974,1267,956946714
"1638",5974,942,956946731
"1639",5974,1179,956946731
"1641",5974,858,956946776
"1642",5974,296,956946797
"1643",5974,608,956946797
"1644",5974,2692,956946797
"1646",5974,2194,956946833
"1647",5974,2917,956946833
"1648",5974,1912,956946853
"1649",5974,290,956946871
"1650",5974,1041,956947117
"1651",5974,1250,956947147
"1652",5974,2303,956947147
"1653",5974,926,956947169
"1654",5974,800,956947169
"1655",5974,1251,956947181
"1656",5974,2289,956947200
"1657",5974,1719,956947200
"1658",5974,232,956947229
"1659",5974,34,956947336
"1660",5974,1940,956947352
"1661",5974,3163,956947380
"1662",5974,17,956947460
"1663",5974,778,956947504
"1664",5974,1096,956947504
"1665",5974,1788,956947651
"1666",5974,948,956947671
"1667",5974,233,956947689
"1668",5974,3160,956947737
"1669",5974,45,956947776
"1670",5974,1183,956947857
"2210",6006,2161,957031137
"2212",6006,919,957032685
"2213",6006,1028,957032685
"2214",6006,2097,957033015
"2215",6006,2037,957033719
"2302",5955,1198,957108133
"2303",5955,2137,957108162
"2304",5955,3175,957108232
"2305",5955,2762,957108232
"2306",5955,260,957108406
"2307",5955,2138,957108406
"2308",5955,1967,957108406
"2309",5955,3479,957108454
"2310",5955,2140,957108454
"2311",5955,2968,957108454
"2312",5955,2143,957108510
"2313",5955,2021,957108510
"2314",5955,1196,957108666
"2315",5955,1197,957108666
"2316",5955,1277,957108714
"2317",5955,2115,957108878
"2318",5955,1527,957108878
"2319",5955,485,957109216
"2320",5955,1199,957109481
"2321",5955,750,957109481
"2322",5955,29,957109504
"2323",5955,32,957109505
"2324",5955,541,957109505
"2325",5955,3070,957109548
"2326",5955,1921,957109604
"2327",5955,1306,957109677
"2328",5955,1243,957109779
"2329",5955,1136,957109799
"2330",5955,1278,957109799
"2331",5955,1028,957109952
"2332",5955,1172,957110084
"2333",5955,223,957110140
"2334",5955,2502,957110199
"2335",5955,497,957110225
"2336",5955,1297,957110283
"2337",5955,838,957110444
"2338",5955,3045,957110913
"2339",5955,912,957111153
"2340",5955,17,957111170
"2341",5955,1296,957111170
"2342",5955,2020,957111184
"2343",5955,914,957111213
"2344",5955,265,957111213
"2345",5955,3044,957111250
"2346",5955,1680,957111440
"2347",5955,720,957111712
"2348",5955,318,957111727
"2349",5955,678,957111768
"2350",5955,608,957111793
"2351",5955,2501,957111818
"3504",5913,1270,957356896
"3505",5913,356,957356991
"3506",5913,608,957357156
"3507",5913,318,957357191
"3508",5913,593,957357207
"3509",5913,50,957357230
"3510",5913,1213,957357275
"3511",5913,1617,957357275
"3512",5913,527,957357328
"3513",5913,34,957357349
"3514",5913,1089,957357372
"3515",5913,1673,957357431
"3516",5913,47,957357449
"3517",5913,110,957357498
"3518",5913,595,957357516
"3519",5913,2282,957357554
"3520",5913,529,957357554
"3521",5913,428,957357574
"3522",5913,1721,957357596
"3523",5913,588,957357610
"3524",5913,362,957357624
"3525",5913,3147,957357652
"3526",5913,597,957357681
"3527",5913,555,957357704
"3528",5913,293,957357717
"3529",5913,456,957357734
"4285",5887,2797,957484790
"4286",5887,1188,957484835
"4287",5887,1265,957484972
"4288",5887,318,957485200
"4289",5887,858,957485200
"4290",5887,1247,957485395
"4291",5887,924,957485460
"4292",5887,17,957485483
"4293",5887,920,957485499
"4298",5887,899,957485609
"4302",5887,1947,957485669
"4303",5887,1035,957485690
"4306",5887,1097,957485926
"4742",5875,593,957560629
"4743",5875,260,957560679
"4744",5875,1196,957560679
"4745",5875,1198,957560679
"4746",5875,858,957560679
"4747",5875,110,957560679
"4748",5875,1214,957560736
"4749",5875,1240,957560736
"4750",5875,1176,957560758
"4751",5875,318,957560769
"4752",5875,50,957560836
"4796",5872,912,957564278
"4797",5872,2571,957564323
"4798",5872,318,957564353
"4799",5872,2858,957564383
"4801",5872,2357,957564472
"4804",5872,1777,957564707
"4805",5872,104,957564742
"4806",5872,1275,957564773
"4808",5872,1358,957564978
"4809",5872,920,957565079
"4813",5872,2329,957565282
"4814",5872,249,957565297
"4815",5875,2858,957565307
"4816",5872,2686,957565325
"4817",5875,3408,957565340
"4819",5875,2396,957565411
"4820",5875,1617,957565441
"4822",5875,589,957565480
"4823",5875,1221,957565480
"4824",5875,2115,957565516
"4825",5875,2571,957565516
"4830",5875,1527,957565588
"4831",5875,1275,957565588
"4832",5875,2023,957565643
"4833",5875,70,957565675
"4834",5875,1690,957565731
"4836",5872,2826,957565805
"4838",5872,2997,957565846
"4839",5875,296,957565970
"4842",5875,608,957566002
"4843",5875,1225,957566002
"4844",5875,3307,957566002
"4845",5875,2728,957566002
"4847",5875,1084,957566039
"4849",5875,1960,957566118
"4850",5872,2762,957566192
"4852",5875,32,957566330
"4853",5875,1320,957566421
"4864",5870,1060,957567677
"4866",5870,2997,957567838
"4867",5870,1884,957568022
"4868",5870,2395,957568048
"4869",5870,2501,957568071
"4870",5870,2571,957568087
"4871",5870,1222,957568105
"4872",5870,2858,957568137
"4873",5870,1288,957568368
"4874",5870,1206,957568515
"4875",5870,608,957568530
"4876",5870,296,957568549
"4877",5870,318,957569104
"4878",5870,1732,957569138
"4879",5870,1258,957570294
"4882",5870,260,957573224
"4883",5870,1291,957573246
"4886",5870,1270,957573335
"4901",6006,2562,957573881
"4905",6006,916,957573966
"4932",5875,1173,957583452
"5104",5865,1198,957653468
"5109",5865,1097,957653679
"5110",5865,2571,957653715
"5111",5865,1200,957653715
"5112",5865,1214,957653715
"5113",5865,3175,957653741
"5117",5865,213,957654284
"5118",5865,318,957654284
"5119",5865,527,957654318
"5120",5865,2858,957654334
"5121",5865,1193,957654334
"5122",5865,2028,957654351
"5123",5865,111,957654386
"5124",5865,608,957654421
"5868",5849,1291,957765640
"5869",5849,2961,957765752
"5870",5849,2997,957765752
"5871",5849,2628,957765817
"5872",5849,1196,957765991
"5873",5849,1204,957765991
"5874",5849,527,957765991
"5875",5849,2028,957765991
"5876",5849,1224,957766057
"5877",5849,2427,957766098
"5878",5849,1408,957766129
"5879",5849,260,957766213
"5880",5849,750,957766213
"5881",5849,720,957766251
"5882",5849,745,957766251
"5883",5849,541,957766347
"5884",5849,2804,957766628
"5885",5849,1198,957766628
"5886",5849,34,957766805
"5887",5849,2384,957766830
"5888",5849,1148,957766988
"5889",5849,1223,957766988
"6657",5835,260,957845012
"6658",5835,556,957845034
"6664",5835,3469,957845350
"6669",5835,3083,957845366
"6670",5835,1207,957845396
"6672",5835,608,957845458
"6673",5835,3090,957845486
"6674",5835,3006,957845517
"6675",5835,1288,957845517
"6677",5835,1097,957845564
"7627",5803,2395,957995036
"7628",5803,101,957995058
"7629",5803,29,957995141
"7630",5803,260,957995164
"7631",5803,1210,957995181
"7632",5803,1884,957995203
"7633",5803,1223,957995292
"7634",5803,2997,957995292
"7635",5803,745,957995292
"7636",5803,2542,957995348
"7637",5803,2770,957995461
"7638",5803,785,957995514
"7639",5803,1753,957995514
"7640",5803,2858,957995734
"8106",5791,1136,958089763
"8107",5791,2997,958089892
