"","user_id","item_id"
"461",762863,388288
"462",762863,556804
"463",762863,539820
"464",762863,369332
"465",762863,384847
"466",762863,261983
"467",762863,562796
"468",762863,371598
"469",762863,211342
"699",762863,156606
"700",762863,544071
"755",762863,567321
"756",762863,136640
"1046",762863,353548
"2186",677086,9101
"2187",677086,56437
"2188",677086,68496
"2189",677086,146781
"2190",677086,169708
"2191",677086,175835
"2192",677086,179785
"2193",677086,183450
"2194",677086,189820
"2195",677086,192496
"2196",677086,194044
"2197",677086,210839
"2198",677086,212016
"2199",677086,239762
"2200",677086,262605
"2201",677086,405897
"2323",361159,9101
"2324",361159,12563
"2325",361159,26226
"2326",361159,40458
"2327",361159,40476
"2328",361159,47528
"2329",361159,56437
"2330",361159,60117
"2331",361159,68496
"2332",361159,74968
"2333",361159,96319
"2334",361159,129462
"2335",361159,131837
"2336",361159,140753
"2337",361159,146781
"2338",361159,163101
"2339",361159,169708
"2340",361159,175835
"2341",361159,180037
"2342",361159,189820
"2343",361159,192496
"2344",361159,194044
"2345",361159,200671
"2346",361159,210226
"2347",361159,210839
"2348",361159,212016
"2349",361159,224051
"2350",361159,239762
"2351",361159,299424
"2352",361159,398344
"2353",361159,452599
"2354",361159,478832
"2355",361159,479777
"2356",361159,489371
"2357",361159,517526
"2358",361159,556458
"2359",361159,569179
"2360",361159,589856
"2361",361159,596241
"2482",702248,113017
"2483",702248,180171
"2484",702248,322770
"2485",702248,361313
"2486",702248,386899
"4417",430236,106447
"4418",430236,602548
"4419",676661,68496
"4420",676661,222533
"4421",676661,268443
"4422",676661,346457
"4423",676661,489371
"4424",676661,558154
"4425",676661,589856
"4426",676661,482010
"5103",762863,98718
"5104",762863,126944
"5105",762863,196852
"5106",762863,228988
"5107",762863,339357
"5108",762863,347410
"5109",762863,406596
"5110",762863,434897
"5111",762863,435892
"5112",762863,569179
"7515",361159,115071
"7516",361159,22591
"7517",361159,28179
"7518",361159,69357
"7519",361159,421472
"7520",361159,514523
"7521",361159,597987
"7523",361159,180932
"7733",361159,483911
"7734",361159,509945
"7735",361159,144592
"7736",361159,283332
"7737",361159,370371
"7738",361159,382315
"7739",361159,531386
"7757",361159,434455
"7758",361159,4653
"7759",361159,250270
"7760",361159,594115
"7761",361159,392726
"7762",361159,207030
"7763",361159,338976
"7779",361159,388467
"8034",828582,25311
"8035",828582,34525
"8036",828582,40476
"8037",828582,55629
"8038",828582,126944
"8039",828582,131779
"8040",828582,160716
"8041",828582,166998
"8042",828582,169708
"8043",828582,196852
"8044",828582,206975
"8045",828582,210839
"8046",828582,213829
"8047",828582,228988
"8048",828582,257310
"8049",828582,267846
"8050",828582,283541
"8051",828582,303578
"8052",828582,324045
"8053",828582,344617
"8054",828582,347410
"8055",828582,364441
"8056",828582,418175
"8057",828582,434897
"8058",828582,435892
"8059",828582,436056
"8060",828582,467178
"8154",213018,9101
"8155",213018,21931
"8156",213018,40458
"8157",213018,47528
"8158",213018,56437
"8159",213018,74262
"8160",213018,96467
"8161",213018,126944
"8162",213018,160716
"8163",213018,163101
"8164",213018,175835
"8165",213018,179785
"8166",213018,180037
"8167",213018,183450
"8168",213018,189820
"8169",213018,192496
"8170",213018,194044
"8171",213018,210226
"8172",213018,210839
"8173",213018,212016
"8174",213018,215524
"8175",213018,228988
"8176",213018,235966
"8177",213018,239762
"8178",213018,262605
"8179",213018,267723
"8180",213018,270248
"8181",213018,357972
"8182",213018,364441
"8183",213018,436056
"8184",213018,448162
"8185",213018,452599
"8186",213018,467178
"8187",213018,479777
"8188",213018,489371
"8851",775131,5980
"8852",775131,9101
"8853",775131,175835
"8854",775131,189820
"8855",775131,192496
"8856",775131,194044
"8857",775131,212016
"8858",775131,215524
"8859",775131,262605
"8860",775131,310379
"8861",775131,346457
"8862",775131,357972
"8863",775131,448162
"8864",775131,452599
"8865",775131,491757
"9541",915611,78051
"9542",915611,145588
"9543",915611,203537
"9544",915611,213829
"9545",915611,226498
"9546",915611,227064
"9547",915611,257310
"9548",915611,341554
"9549",915611,405897
"9550",915611,457354
"9551",915611,470086
"9552",915611,492607
"9553",915611,499437
"9554",915611,540934
"9555",915611,553257
"9556",915611,607946
"9557",915611,609834
"9563",915611,155522
"9564",915611,419241
"10020",527035,68496
"10021",527035,167342
"10022",527035,376940
"10023",527035,467178
"10024",527035,480021
"10025",527035,526110
"10026",527035,569455
"10027",527035,589856
"11270",179125,9101
"11271",179125,10843
"11272",179125,11059
"11273",179125,12563
"11274",179125,19106
"11275",179125,34525
"11276",179125,37625
"11277",179125,40458
"11278",179125,41693
"11279",179125,56437
"11280",179125,67176
"11281",179125,75757
"11282",179125,97762
"11283",179125,112273
"11284",179125,126944
"11285",179125,144790
"11286",179125,160716
"11287",179125,167342
"11288",179125,180171
"11289",179125,194044
"11290",179125,196852
"11291",179125,200671
"11292",179125,201880
"11293",179125,206975
"11294",179125,210226
"11295",179125,213829
"11296",179125,227064
"11297",179125,270248
"11298",179125,283541
"11299",179125,290303
"11300",179125,303578
"11301",179125,304287
"11302",179125,310379
"11303",179125,324045
"11304",179125,432968
"11305",179125,448805
"11306",179125,470248
"11307",179125,490684
"11308",179125,493655
"11309",179125,517718
"11310",179125,521255
"11311",179125,541988
"11312",179125,567655
"11313",179125,587636
"11314",179125,593900
"12324",201097,12563
"12325",201097,40458
"12326",201097,47528
"12327",201097,68496
"12328",201097,129462
"12329",201097,146781
"12330",201097,175835
"12331",201097,180037
"12332",201097,189820
"12333",201097,192496
"12334",201097,194044
"12335",201097,212016
"12336",201097,239762
"12337",201097,304287
"12338",201097,480021
"12339",201097,489371
"12402",86218,5980
"12403",86218,9101
"12404",86218,12563
"12405",86218,25311
"12406",86218,34812
"12407",86218,37625
"12408",86218,40458
"12409",86218,47528
"12410",86218,56437
"12411",86218,68496
"12412",86218,74968
"12413",86218,78051
"12414",86218,96319
"12415",86218,96467
"12416",86218,126944
"12417",86218,131837
"12418",86218,140753
"12419",86218,145588
"12420",86218,146781
"12421",86218,160716
"12422",86218,163101
"12423",86218,166998
"12424",86218,167342
"12425",86218,169708
"12426",86218,175835
"12427",86218,179785
"12428",86218,180037
"12429",86218,182509
"12430",86218,183450
"12431",86218,189820
"12432",86218,192496
"12433",86218,194044
"12434",86218,196852
"12435",86218,210226
"12436",86218,210839
"12437",86218,212016
"12438",86218,213829
"12439",86218,215524
"12440",86218,224051
"12441",86218,226498
"12442",86218,228988
"12443",86218,235966
"12444",86218,239762
"12445",86218,262605
"12446",86218,267723
"12447",86218,267846
"12448",86218,270248
"12449",86218,299424
"12450",86218,304287
"12451",86218,344617
"12452",86218,357972
"12453",86218,359811
"12454",86218,364441
"12455",86218,397543
"12456",86218,405897
"12457",86218,428105
"12458",86218,432968
"12459",86218,434897
"12460",86218,436056
"12461",86218,440749
"12462",86218,448162
"12463",86218,451800
"12464",86218,452599
"12465",86218,457354
"12466",86218,467178
"12467",86218,478367
"12468",86218,478832
"12469",86218,479777
"12470",86218,489371
"12471",86218,490684
"12472",86218,492607
"12473",86218,499437
"12474",86218,517526
"12475",86218,521255
"12476",86218,523835
"12477",86218,526110
"12478",86218,540934
"12479",86218,556804
"12480",86218,569179
"13204",914091,21244
"13205",914091,21931
"13206",914091,55629
"13207",914091,56437
"13208",914091,126944
"13209",914091,189820
"13210",914091,212016
"13211",914091,213829
"13212",914091,248089
"13213",914091,267723
"13214",914091,344617
"13215",914091,376940
"13216",914091,428105
"13217",914091,448805
"13218",914091,465636
"13219",914091,556804
"13220",914091,614243
"15772",647411,10843
"15773",647411,310379
"15902",797931,40458
"15903",797931,68496
"15904",797931,78051
"15905",797931,96467
"15906",797931,126944
"15907",797931,146781
"15908",797931,169708
"15909",797931,175835
"15910",797931,180037
"15911",797931,192496
"15912",797931,212016
"15913",797931,239762
"15914",797931,262605
"15915",797931,267723
"15916",797931,267846
"15917",797931,344617
"15918",797931,364441
"15919",797931,405897
"15920",797931,440749
"15921",797931,448162
"15922",797931,451800
"15923",797931,457354
"15924",797931,467178
"15925",797931,480021
"15926",797931,489371
"15927",797931,492607
"15928",797931,517526
"15929",797931,526110
"15930",797931,532453
"15931",797931,540934
"15932",797931,569179
"15933",797931,569455
"15934",797931,607946
"15935",797931,609834
"15990",356119,47528
"15991",356119,84266
"15992",356119,175835
"15993",356119,180037
"15994",356119,182509
"15995",356119,192496
"15996",356119,194044
"15997",356119,212016
"15998",356119,253207
"15999",356119,517526
"16047",632567,41061
"16048",632567,286824
"16049",632567,434929
"16050",632567,10843
"16051",632567,40458
"16052",632567,47528
"16053",632567,131837
"16054",632567,146781
"16055",632567,167342
"16056",632567,175835
"16057",632567,180037
"16058",632567,189820
"16059",632567,192496
"16060",632567,194044
"16074",797931,444714
"16612",274833,25311
"16613",274833,34525
"16614",274833,34812
"16615",274833,55629
"16616",274833,112273
"17775",228449,96467
"17776",228449,169708
"17777",228449,179785
"17778",228449,192496
"17779",228449,206975
"17780",228449,224051
"17781",228449,248089
"17782",228449,270248
"17783",228449,436056
"17784",228449,467178
"17785",228449,303382
"17786",228449,536395
"17787",228449,71490
"17788",228449,529377
"17789",228449,235988
"18069",356119,431376
"19939",356119,190165
"20048",356119,402346
"20049",356119,450855
"20344",356119,159039
"20353",356119,608750
"22245",940239,11059
"22246",940239,19106
"22247",940239,173094
"22248",940239,198528
"22249",940239,201880
"22250",940239,432968
"22251",940239,16386
"22253",940239,534900
"22257",940239,502684
"22323",663222,5980
"22324",663222,12563
"22325",663222,210839
"22326",663222,262605
"22327",663222,344617
"22328",663222,448162
"22329",663222,467178
"22330",663222,526110
"22331",663222,49669
"22332",663222,456115
"22454",940239,466903
"22455",940239,486922
"22542",940239,93367
"22562",940239,481012
"22563",940239,564876
"22707",656054,90662
"22922",356119,484558
"22945",663222,175835
"22960",356119,236671
"22961",356119,399810
"22967",356119,357178
"22972",356119,570530
"22979",663222,445899
"22980",663222,231897
"22981",663222,303272
"22982",663222,414493
"23300",426022,12563
"23301",426022,68496
"23302",426022,74968
"23303",426022,96467
"23304",426022,129462
"23305",426022,169708
"23306",426022,203537
"23307",426022,206975
"23308",426022,213829
"23309",426022,226498
"23310",426022,257158
"23311",426022,341554
"23312",426022,418175
"23313",426022,440749
"23314",426022,457354
"23315",426022,484497
"23316",426022,492607
"23317",426022,499437
"23318",426022,528166
"23319",426022,540934
"23320",426022,556298
"23321",426022,563692
"23322",426022,607946
"23323",426022,372911
"23324",426022,394816
"23325",426022,40092
"23326",426022,78857
"23327",426022,80657
"23328",426022,131846
"23329",426022,138280
"23330",426022,162413
"23331",426022,182535
"23332",426022,274703
"23333",426022,297652
"23334",426022,299551
"23335",426022,314136
"23336",426022,470465
"23337",426022,500132
"23338",426022,505816
"23339",426022,620900
"23340",426022,347099
"23341",426022,44996
"23342",426022,620288
"23343",426022,539824
"23344",426022,409036
"23345",426022,495162
"23347",426022,389898
"23348",426022,355451
"23349",426022,434929
"23351",426022,90437
"23353",426022,73336
"23354",426022,118561
"23355",426022,209425
"23356",426022,305457
"23357",426022,364069
"23358",426022,376735
"23359",426022,595017
"23363",426022,100083
"23364",426022,216153
"23365",426022,536767
"23366",426022,382448
"23367",426022,624112
"23368",426022,489912
"23370",426022,320526
"23371",426022,367699
"23372",426022,78051
"23373",426022,264632
"23374",426022,553267
"23376",426022,14219
"23377",426022,220211
"23378",426022,170331
"23379",426022,10010
"23383",426022,126582
"23384",426022,505422
"23385",426022,581966
"23388",426022,553310
"23389",426022,462275
"23426",426022,47515
"23427",426022,6967
"23428",426022,525267
"23429",426022,71453
"23430",426022,191704
"23431",426022,285772
"23432",426022,555565
"23433",426022,38866
"23434",426022,76688
