"","user_id","item_id"
"1080",540444,196323
"1081",540444,504528
"1082",540444,314333
"1083",540444,258823
"1446",540444,196852
"3980",203796,466578
"3981",203796,212016
"3982",203796,68496
"3983",203796,129462
"3984",203796,131837
"3985",203796,180037
"3986",203796,304287
"3987",203796,376940
"3988",203796,480021
"3989",203796,531386
"3990",203796,569455
"3991",203796,468031
"3992",203796,197765
"3993",203796,311998
"3994",203796,352206
"3995",203796,509945
"3996",203796,541171
"3997",203796,589856
"3998",203796,107432
"3999",203796,446130
"4000",203796,538709
"4001",203796,591590
"4002",203796,610590
"4003",203796,406647
"4004",203796,10579
"4005",203796,520520
"4006",203796,258091
"4007",203796,338908
"4008",203796,470587
"4148",203796,127780
"4149",203796,348411
"4150",203796,475206
"4151",203796,444400
"4152",203796,482050
"4153",203796,313915
"4154",203796,180932
"4155",203796,405120
"4156",203796,42771
"4157",203796,193360
"4158",203796,494038
"4161",203796,82868
"4162",203796,371505
"4163",203796,537982
"4164",203796,189996
"4165",203796,261589
"4166",203796,265374
"4181",203796,300067
"4182",203796,560741
"4184",203796,90437
"4185",203796,380022
"4186",203796,399032
"4728",203796,582283
"4729",203796,598532
"4948",308725,9101
"4949",308725,12563
"4950",308725,28506
"4951",308725,37625
"4952",308725,40458
"4953",308725,47528
"4954",308725,68496
"4955",308725,74968
"4956",308725,117158
"4957",308725,129462
"4958",308725,131837
"4959",308725,144790
"4960",308725,146781
"4961",308725,167342
"4962",308725,175835
"4963",308725,180037
"4964",308725,189820
"4965",308725,192496
"4966",308725,194044
"4967",308725,197765
"4968",308725,212016
"4969",308725,213829
"4970",308725,239762
"4971",308725,304287
"4972",308725,357972
"4973",308725,376940
"4974",308725,452599
"4975",308725,479777
"4976",308725,480021
"4981",203796,330362
"4982",203796,603751
"4983",203796,347912
"4984",203796,373563
"4985",203796,10411
"4986",203796,198878
"4987",203796,496533
"4988",203796,295115
"4989",203796,573838
"4990",203796,241336
"4991",203796,475311
"4992",203796,503572
"4993",203796,587862
"4994",203796,6690
"4995",203796,396458
"4996",203796,364822
"4997",203796,478529
"4998",203796,500159
"4999",203796,529229
"5000",203796,537107
"5001",203796,25822
"5101",203796,389160
"5236",203796,217828
"5278",203796,344701
"5279",203796,537534
"5280",203796,210106
"5281",203796,316699
"5282",203796,272026
"5283",203796,501650
"5284",203796,434929
"5285",203796,600376
"5286",203796,401347
"5314",203796,245911
"5318",203796,86841
"5323",203796,589571
"5324",203796,331196
"5325",203796,353050
"5327",203796,307217
"5328",203796,515782
"5329",203796,538610
"5330",203796,559390
"5333",203796,340716
"5334",203796,100590
"5356",203796,19006
"5357",203796,534511
"5358",203796,250228
"5359",203796,423702
"5360",203796,448485
"5361",203796,617763
"5362",203796,309133
"5363",203796,369583
"5364",203796,397928
"5365",203796,511913
"5366",203796,120642
"5367",203796,344345
"5368",203796,460439
"5369",203796,569658
"5370",203796,301844
"5377",203796,21685
"5378",203796,190657
"5379",203796,364299
"5380",203796,41581
"5381",203796,329302
"5382",203796,525458
"5383",203796,341108
"5384",203796,434646
"5385",203796,317350
"5386",203796,107404
"5387",203796,446917
"5388",203796,489319
"5389",203796,163350
"5390",203796,317297
"5391",203796,424671
"5392",203796,506233
"5394",203796,127258
"5395",203796,436085
"5475",203796,2602
"5476",203796,455065
"5477",203796,393168
"5478",203796,355906
"5479",203796,27901
"5480",203796,282740
"5481",203796,240281
"5484",203796,43289
"5485",203796,590129
