"","user_id","track_id","timestamp"
"87",4110,39059,"2010-01-01 10:13:30"
"88",4110,36931,"2010-01-01 10:14:19"
"89",4110,36360,"2010-01-01 10:14:28"
"90",4110,38603,"2010-01-01 10:14:31"
"91",4110,39062,"2010-01-01 10:18:30"
"92",4110,39033,"2010-01-01 10:20:07"
"93",4110,36144,"2010-01-01 10:21:21"
"94",4110,6270,"2010-01-01 10:21:29"
"95",4110,6270,"2010-01-01 10:21:30"
"96",4110,35261,"2010-01-01 10:21:45"
"97",4110,34678,"2010-01-01 10:22:22"
"98",4110,35040,"2010-01-01 10:28:31"
"99",4110,10838,"2010-01-01 10:30:06"
"100",4110,30087,"2010-01-01 10:30:11"
"101",4110,31367,"2010-01-01 10:30:20"
"102",4110,17020,"2010-01-01 10:30:30"
"103",4110,17020,"2010-01-01 10:30:49"
"104",4110,37244,"2010-01-01 10:31:22"
"105",4110,37244,"2010-01-01 10:31:28"
"106",4110,31363,"2010-01-01 10:37:14"
"107",4110,37491,"2010-01-01 10:40:15"
"108",4110,25498,"2010-01-01 10:41:30"
"109",4110,36620,"2010-01-01 10:44:27"
"110",4110,26784,"2010-01-01 10:46:50"
"111",4110,38784,"2010-01-01 10:50:55"
"112",4110,38785,"2010-01-01 10:50:57"
"113",4110,38268,"2010-01-01 11:04:34"
"114",4110,38079,"2010-01-01 11:05:19"
"115",4110,33847,"2010-01-01 11:07:10"
"116",4110,5748,"2010-01-01 11:07:47"
"117",4110,5748,"2010-01-01 11:07:54"
"118",4110,5746,"2010-01-01 11:07:57"
"120",4110,30443,"2010-01-01 11:08:43"
"121",4110,12112,"2010-01-01 11:10:01"
"122",4110,15066,"2010-01-01 11:11:05"
"123",4110,15069,"2010-01-01 11:11:09"
"124",4110,15069,"2010-01-01 11:11:10"
"125",4110,38312,"2010-01-01 11:11:25"
"126",4110,33972,"2010-01-01 11:14:15"
"127",4110,13962,"2010-01-01 11:16:53"
"129",4110,29639,"2010-01-01 11:18:45"
"132",4110,22871,"2010-01-01 11:20:29"
"134",4110,38039,"2010-01-01 11:21:52"
"135",4110,38042,"2010-01-01 11:22:36"
"136",4110,29306,"2010-01-01 11:22:56"
"137",4110,38042,"2010-01-01 11:23:05"
"139",4110,29262,"2010-01-01 11:26:03"
"409",41572,38875,"2010-01-01 15:09:59"
"415",41572,38871,"2010-01-01 15:12:40"
"420",41572,31808,"2010-01-01 15:14:25"
"421",41572,31808,"2010-01-01 15:14:26"
"422",41572,23345,"2010-01-01 15:15:20"
"423",41572,23343,"2010-01-01 15:15:22"
"425",41572,23343,"2010-01-01 15:15:37"
"426",41572,23343,"2010-01-01 15:15:38"
"431",41572,38875,"2010-01-01 15:20:19"
"459",41572,15506,"2010-01-01 15:23:01"
"460",41572,15506,"2010-01-01 15:23:02"
"465",41572,38875,"2010-01-01 15:27:05"
"466",41572,38875,"2010-01-01 15:27:06"
"470",41572,23341,"2010-01-01 15:31:07"
"474",41572,23345,"2010-01-01 15:32:35"
"475",41572,23341,"2010-01-01 15:32:55"
"476",41572,23345,"2010-01-01 15:32:56"
"477",41572,23345,"2010-01-01 15:32:58"
"478",41572,23341,"2010-01-01 15:32:59"
"479",41572,23345,"2010-01-01 15:33:01"
"480",41572,23345,"2010-01-01 15:33:02"
"511",1165,23651,"2010-01-01 16:41:46"
"512",1165,23651,"2010-01-01 16:41:48"
"513",1165,33460,"2010-01-01 16:42:23"
"514",1165,33460,"2010-01-01 16:42:26"
"515",1165,33460,"2010-01-01 16:43:44"
"516",1165,33460,"2010-01-01 16:43:48"
"523",1165,33460,"2010-01-01 16:45:18"
"524",1165,33460,"2010-01-01 16:45:19"
"526",1165,23651,"2010-01-01 16:45:34"
