"","user_id","item_id"
"3873",795245,10843
"3874",795245,56437
"3875",795245,75757
"3876",795245,96467
"3877",795245,111214
"3878",795245,112273
"3879",795245,180171
"3880",795245,200671
"3881",795245,213829
"3882",795245,215524
"3883",795245,270248
"3884",795245,304287
"3885",795245,310379
"3886",795245,402723
"3887",795245,436056
"3888",795245,448162
"3889",795245,526110
"3890",795245,539126
"3891",795245,410641
"4269",719230,5980
"4270",719230,12563
"4271",719230,21244
"4272",719230,25311
"4273",719230,34525
"4274",719230,40476
"4275",719230,51137
"4276",719230,68496
"4277",719230,117158
"4278",719230,129462
"4279",719230,169708
"4280",719230,183450
"4281",719230,192496
"4282",719230,194044
"4283",719230,196852
"4284",719230,206975
"4285",719230,212016
"4286",719230,213829
"4287",719230,230673
"4288",719230,297989
"4289",719230,349250
"4290",719230,357972
"4291",719230,371598
"4292",719230,376940
"4293",719230,434897
"5829",431811,5980
"5830",431811,9101
"5831",431811,11059
"5832",431811,12563
"5833",431811,17014
"5834",431811,18879
"5835",431811,37625
"5836",431811,40458
"5837",431811,68496
"5838",431811,74968
"5839",431811,126535
"5840",431811,129462
"5841",431811,146781
"5842",431811,175835
"5843",431811,189820
"5844",431811,192496
"5845",431811,194044
"5846",431811,198219
"5847",431811,212016
"5848",431811,230673
"5849",431811,238557
"5850",431811,239762
"5851",431811,297989
"5852",431811,349250
"5853",431811,350511
"5854",431811,452599
"5855",431811,482069
"5856",431811,489371
"8507",701787,9101
"8508",701787,40458
"8509",701787,47528
"8510",701787,146781
"8511",701787,175835
"8512",701787,189820
"8513",701787,212016
"8514",701787,517526
"8587",701787,194044
"8588",701787,362716
"8589",701787,389298
"8590",701787,438218
"8591",701787,457633
"9883",497305,18545
"9884",497305,40476
"9885",497305,56437
"9886",497305,96319
"9887",497305,140753
"9888",497305,179785
"9889",497305,206975
"9890",497305,210226
"9891",497305,210839
"9892",497305,224051
"9893",497305,270248
"9894",497305,280533
"9895",497305,435892
"13467",665714,10843
"13468",665714,17014
"13469",665714,21244
"13470",665714,40476
"13471",665714,55629
"13472",665714,67176
"13473",665714,117158
"13474",665714,163101
"13475",665714,169708
"13476",665714,196852
"13477",665714,215524
"13478",665714,228988
"13479",665714,267723
"13480",665714,283541
"13481",665714,294427
"13482",665714,310379
"13483",665714,344617
"13484",665714,347410
"13485",665714,364441
"13486",665714,418175
"13487",665714,428105
"13488",665714,434897
"13489",665714,448162
"13490",665714,451800
"13491",665714,457583
"13492",665714,465636
"13493",665714,478367
"13494",665714,482069
"13495",665714,523835
"13496",665714,541988
"13497",665714,612520
"13498",665714,617646
"13931",665714,363029
"13932",665714,474938
"13933",665714,205194
"14039",665714,593748
"14082",665714,80414
"14185",369049,68496
"14186",369049,180037
"14187",369049,192496
"14188",369049,212016
"14189",369049,520381
"14190",369049,345947
"14191",369049,323
"14192",369049,398892
"14193",369049,414493
"14194",369049,12274
"14195",369049,473292
"14196",369049,197932
"14197",369049,164513
"14198",369049,551366
"14199",369049,21685
"14203",369049,414614
"14204",369049,379573
"14205",369049,266876
"14206",369049,525738
"14207",369049,184392
"14208",369049,215158
"14209",369049,332477
"14210",369049,339790
"14211",369049,121163
"14212",369049,434929
"14213",369049,303272
"14214",369049,187472
"14215",369049,88450
"14216",369049,390997
"14217",369049,538610
"14218",369049,215363
"14219",369049,408196
"14220",369049,35479
"14221",369049,607010
"14222",369049,48703
"14223",369049,150706
"14224",369049,132755
"14225",369049,508390
"14226",369049,231897
"14227",369049,364299
"14228",369049,244736
"14229",369049,371019
"14230",369049,274928
"14231",369049,515782
"14232",369049,206738
"14233",369049,470951
"14298",69450,5980
"14299",69450,9101
"14300",69450,12563
"14301",69450,21244
"14302",69450,56437
"14303",69450,96467
"14304",69450,126944
"14305",69450,140753
"14306",69450,163101
"14307",69450,169708
"14308",69450,175835
"14309",69450,179785
"14310",69450,189820
"14311",69450,192496
"14312",69450,196852
"14313",69450,206975
"14314",69450,210226
"14315",69450,210839
"14316",69450,215524
"14317",69450,224051
"14318",69450,239762
"14319",69450,262605
"14320",69450,267846
"14321",69450,270248
"14322",69450,347410
"14323",69450,357972
"14324",69450,397543
"14325",69450,434897
"14326",69450,435892
"14327",69450,448162
"14328",69450,452599
"14329",69450,467178
"14330",69450,489371
"14331",69450,492607
"14332",69450,517526
"14333",69450,526110
"14334",69450,532453
"14432",369049,45284
"14433",369049,209118
"14434",369049,313724
"14435",369049,25851
"14436",369049,415666
"14437",369049,135208
"14438",369049,171185
"14439",369049,332965
"14441",369049,107298
"14442",369049,598350
"14443",369049,599413
"14447",369049,54682
"14458",369049,209611
"14459",369049,434413
"14460",369049,30388
"14461",369049,225264
"14462",369049,419638
"14466",369049,476232
"14467",369049,418658
"14469",369049,298318
"14478",369049,188547
"14480",369049,237711
"14481",369049,330362
"14482",369049,450855
"14483",369049,139852
"14484",369049,191129
"14485",369049,129753
"14486",369049,116330
"14487",369049,526527
"14492",369049,15626
"14493",369049,546731
"14494",369049,293931
"14495",369049,281289
"14496",369049,311886
"14497",369049,330373
"14498",369049,355906
"14499",369049,66023
"14582",656429,302761
"14583",656429,144592
"14615",656429,4283
"14616",656429,17863
"14617",656429,97508
"14618",656429,134620
"14619",656429,174146
"14620",656429,190762
"14621",656429,203238
"14622",656429,234288
"14623",656429,245730
"14624",656429,276553
"14625",656429,314883
"14626",656429,319294
