"","UserID","ItemID","Timestamp"
"365",6029,899,956721639
"366",6029,3548,956721700
"367",6029,3545,956721732
"368",6029,3543,956721759
"369",6029,3549,956721780
"370",6029,3550,956721780
"371",6029,3505,956721880
"372",6029,3546,956721930
"373",6029,3006,956722035
"374",6029,2908,956722035
"375",6029,2762,956722035
"516",6021,1193,956755665
"531",6021,1393,956756243
"535",6021,260,956756375
"536",6021,1198,956756375
"537",6021,1221,956756375
"538",6021,1214,956756774
"539",6021,1240,956756774
"540",6021,1036,956756799
"541",6021,2571,956756822
"542",6021,2000,956756822
"543",6021,1196,956756981
"544",6021,2804,956757262
"545",6021,2324,956757262
"546",6021,1234,956757280
"547",6021,1278,956757280
"548",6021,3421,956757381
"549",6021,2352,956757422
"799",6008,858,956789158
"800",6008,110,956789158
"801",6008,1610,956789189
"802",6008,2916,956789253
"803",6008,2058,956789266
"1201",5990,58,956867102
"1202",5990,3334,956867102
"1203",5990,1794,956867140
"1204",5990,3341,956867162
"1207",5990,1218,956868426
"1208",5990,1300,956868450
"1209",5990,1288,956868501
"1210",5990,2918,956868590
"1211",5990,3210,956868590
"1212",5990,1273,956868613
"1213",5990,3090,956868661
"1214",5990,2348,956868789
"1215",5990,1251,956869750
"1216",5990,2132,956869773
"1217",5990,1247,956869773
"1218",5990,1084,956869773
"1219",5990,2300,956869774
"1220",5990,3467,956869799
"1221",5990,2949,956869799
"1222",5990,1276,956869799
"1223",5990,1952,956869823
"1224",5990,1304,956869823
"1225",5990,909,956869848
"1226",5990,1262,956869848
"1227",5990,260,956870059
"1228",5990,1252,956870059
"1229",5990,1362,956870059
"1230",5990,858,956870059
"1231",5990,3504,956870081
"1232",5990,1953,956870106
"1233",5990,2925,956870106
"1234",5990,1294,956870106
"1235",5990,1234,956870129
"1236",5990,1278,956870129
"1237",5990,3363,956870152
"1238",5990,2971,956870231
"1239",5990,2932,956870373
"1240",5990,2333,956870771
"1241",5990,2395,956870863
"1714",5971,3114,956954650
"1782",5968,3072,956963581
"1783",5968,3406,956963804
"1784",5968,858,956963804
"1785",5968,2019,956963804
"1786",5968,969,956963858
"1787",5968,2905,956963858
"1788",5968,1201,956963858
"1789",5968,1242,956963858
"1790",5968,1304,956963858
"1791",5968,1953,956963923
"1792",5968,1214,956963923
"1793",5968,1240,956963923
"1794",5968,1387,956963923
"1795",5968,2366,956963923
"1796",5968,2947,956963970
"1797",5968,2948,956963970
"1798",5968,1287,956963970
"3201",5971,2324,957288718
"3202",5971,34,957288745
"3203",5971,7,957288809
"3204",5971,1197,957288834
"3205",5971,440,957288861
"3206",5971,1307,957288941
"3207",5971,11,957288970
"3208",5971,356,957288970
"3209",5971,339,957288988
"3210",5971,2406,957289072
"3211",5971,1663,957289072
"3214",5971,539,957289151
"3336",5971,318,957314461
"3338",5971,527,957314517
"3342",5971,150,957314618
"3345",5971,953,957314697
"3346",5971,3359,957314712
"3347",5971,3360,957314793
"3348",5971,2268,957314912
"3349",5971,902,957314956
"3350",5971,2739,957315048
"3351",5971,1957,957315070
"3353",5971,848,957315140
"3354",5971,1907,957315264
"3357",5971,1035,957315380
"3364",5971,1198,957315511
"3367",5971,969,957315533
"3368",5971,457,957315533
"3376",5971,1610,957315613
"3504",5913,1270,957356896
"3505",5913,356,957356991
"3506",5913,608,957357156
"3507",5913,318,957357191
"3508",5913,593,957357207
"3509",5913,50,957357230
"3510",5913,1213,957357275
"3511",5913,1617,957357275
"3512",5913,527,957357328
"3513",5913,34,957357349
"3514",5913,1089,957357372
"3515",5913,1673,957357431
"3516",5913,47,957357449
"3517",5913,110,957357498
"3518",5913,595,957357516
"3519",5913,2282,957357554
"3520",5913,529,957357554
"3521",5913,428,957357574
"3522",5913,1721,957357596
"3523",5913,588,957357610
"3524",5913,362,957357624
"3525",5913,3147,957357652
"3526",5913,597,957357681
"3527",5913,555,957357704
"3528",5913,293,957357717
"3529",5913,456,957357734
"6807",5830,3534,957891460
"6808",5830,3579,957891563
"6809",5830,3526,957891619
"6810",5830,3591,957891619
"6811",5830,3555,957891714
"6812",5830,3565,957891714
"6813",5830,34,957891809
"6814",5830,3114,957891842
"6815",5830,2396,957891866
"6816",5830,1259,957891899
"6817",5830,898,957891927
"6818",5830,916,957891968
"6819",5830,3363,957891968
"6867",5826,1968,957895758
"6871",5826,1199,957895885
"6872",5826,2395,957895918
"6873",5826,6,957895948
"6877",5826,3160,957896066
"6883",5826,296,957896172
"6884",5826,1193,957896172
"6885",5826,50,957896172
"6886",5826,318,957896194
"6887",5826,741,957896194
"6888",5826,2329,957896225
"6889",5826,1148,957896258
"6890",5826,2571,957896258
"6891",5826,1136,957896280
"6892",5826,2959,957896280
"6895",5826,1197,957896379
"6896",5826,750,957896394
"6898",5826,858,957896424
"6903",5826,593,957896498
"6905",5826,1235,957896564
"6907",5826,1208,957896656
"6911",5826,3006,957896680
"6912",5826,32,957896758
"6914",5826,1258,957896779
"6922",5826,1079,957896967
"6923",5826,1916,957897033
"6924",5826,1175,957897102
"6925",5826,1354,957897152
"6926",5826,2997,957897226
"6927",5826,1263,957897259
"6928",5826,1449,957897291
"6929",5826,2918,957897332
"6930",5826,1298,957897397
"6931",5826,1694,957897397
"6933",5825,1196,957897515
"6934",5826,2858,957897674
"6941",5826,2712,957897832
"6942",5826,2318,957897859
"6943",5825,296,957897876
"6952",5825,593,957897993
"6953",5825,3418,957898045
"6954",5826,2700,957898078
"6963",5825,2997,957898434
"6964",5825,223,957898463
"6965",5825,2355,957898463
"6967",5825,2318,957898597
"6968",5825,3160,957898625
"6969",5825,2692,957898720
"6970",5825,2396,957898720
"6971",5825,2762,957898753
"6976",5825,3114,957898792
"6979",5825,1428,957899108
"6983",5825,318,957899241
"6984",5825,1193,957899257
"6985",5825,50,957899257
"7099",5826,3317,957914434
"7101",5826,608,957914567
"7104",5826,29,957914677
"7105",5826,36,957914677
"7106",5826,2324,957914677
"7110",5826,1673,957914823
"7124",5826,101,957914986
"7126",5826,1682,957915022
"7127",5826,2384,957915022
"7128",5826,3108,957915049
"7129",5826,471,957915049
"7136",5826,1732,957915211
"7598",5826,3481,957988220
"7599",5826,1274,957988292
"7721",5825,745,958015024
"7722",5825,556,958015065
"7723",5825,1111,958015118
"7724",5825,1089,958015135
"7725",5825,2571,958015216
"7727",5825,1,958015238
"7729",5825,1673,958015369
"7730",5825,1641,958015442
"7731",5825,1921,958015555
"7732",5825,2329,958015589
"10992",5697,1198,958589676
"10994",5697,1721,958589721
"10995",5697,2021,958589721
"10996",5697,3555,958589787
"11000",5697,3513,958589867
"11001",5697,3565,958589867
"11002",5697,3578,958589969
"11003",5697,2628,958590012
"11006",5697,3360,958590160
"11007",5697,2762,958590160
"11008",5697,2861,958590206
"11011",5697,3082,958590339
"11218",5685,1734,958603848
"11221",5685,2280,958603918
"11222",5685,1870,958603947
"11224",5685,2324,958604073
"11225",5685,2333,958604158
"11228",5685,2858,958604262
"11229",5685,2355,958604301
"11230",5685,2390,958604440
"13216",5971,1291,958958437
"13217",5971,2115,958958509
"13341",5634,1393,959007454
"13342",5634,2959,959007626
"13343",5634,2762,959007658
"13344",5634,2883,959007695
"13345",5634,2628,959007695
"13346",5634,2918,959007909
"13347",5634,3552,959007935
"13348",5634,2716,959007980
"13349",5634,986,959008149
"13350",5634,1215,959008202
"13351",5634,2046,959008202
"13352",5634,2167,959008303
