"","user_id","item_id"
"785",218332,67176
"786",218332,74262
"787",218332,196852
"788",218332,290893
"789",218332,366723
"790",218332,47793
"791",218332,96095
"792",218332,221633
"793",218332,234213
"794",218332,310529
"2032",218332,11059
"2033",218332,21931
"2034",218332,97762
"2035",218332,160716
"2036",218332,161901
"2037",218332,166998
"2038",218332,173094
"2039",218332,198528
"2040",218332,267846
"2041",218332,270248
"2042",218332,290303
"2043",218332,294427
"2044",218332,299424
"2045",218332,364441
"2046",218332,397543
"2047",218332,428105
"2048",218332,432968
"2049",218332,448805
"2050",218332,491417
"2051",218332,521255
"2052",218332,533654
"2053",218332,612520
"2054",218332,614243
"2055",218332,309981
"2064",218332,400058
"2065",218332,105593
"2066",218332,106592
"2067",218332,271592
"2068",218332,345986
"2069",218332,424229
"2633",106128,558154
"2634",106128,18879
"2635",106128,222533
"2636",106128,17520
"2637",106128,533032
"2667",106128,131244
"2669",106128,406596
"2670",106128,357972
"2703",106128,175835
"2704",106128,262605
"2706",106128,183450
"2707",106128,84102
"2709",106128,607946
"2710",106128,434455
"2711",106128,4653
"2712",106128,282465
"2713",106128,346457
"2714",106128,532453
"2715",106128,189820
"2716",106128,9101
"2717",106128,410641
"2718",106128,28621
"2719",106128,5980
"2720",106128,40458
"2721",106128,40476
"2722",106128,47528
"2723",106128,96467
"2724",106128,146781
"2725",106128,192496
"2726",106128,194044
"2727",106128,206975
"2728",106128,212016
"2729",106128,224051
"2730",106128,448162
"2731",106128,452599
"2732",106128,517526
"2733",106128,533654
"2736",106128,285506
"2860",106128,612520
"2861",106128,447230
"3223",106128,32351
"3224",106128,457034
"3225",106128,88019
"3430",106128,207030
"3432",106128,26334
"3433",106128,353696
"3434",106128,478414
"3778",106128,123733
"3779",106128,362965
"3780",106128,219583
"3781",106128,453987
"3782",106128,497792
"3788",8591,17863
"3789",8591,34525
"3790",8591,34812
"3791",8591,131779
"3792",8591,196852
"3793",8591,215524
"3794",8591,227064
"3795",8591,257310
"3796",8591,270248
"3797",8591,283541
"3798",8591,324045
"3799",8591,363219
"3800",8591,490684
"3801",8591,493655
"3802",8591,593900
"3869",106128,444714
"3870",106128,64205
"4071",781365,9101
"4072",781365,21244
"4073",781365,25311
"4074",781365,34525
"4075",781365,34812
"4076",781365,40458
"4077",781365,68496
"4078",781365,89931
"4079",781365,112273
"4080",781365,117158
"4081",781365,119154
"4082",781365,131367
"4083",781365,131837
"4084",781365,144790
"4085",781365,145588
"4086",781365,160716
"4087",781365,163101
"4088",781365,166998
"4089",781365,173094
"4090",781365,175835
"4091",781365,180037
"4092",781365,185665
"4093",781365,189820
"4094",781365,192496
"4095",781365,194044
"4096",781365,196852
"4097",781365,200053
"4098",781365,200671
"4099",781365,203537
"4100",781365,206975
"4101",781365,210839
"4102",781365,213829
"4103",781365,215524
"4104",781365,226498
"4105",781365,227064
"4106",781365,257310
"4107",781365,262605
"4108",781365,270248
"4109",781365,283541
"4110",781365,303578
"4111",781365,304287
"4112",781365,324045
"4113",781365,341554
"4114",781365,344617
"4115",781365,347410
"4116",781365,357972
"4117",781365,371598
"4118",781365,372773
"4119",781365,376940
"4120",781365,396184
"4121",781365,405897
"4122",781365,418175
"4123",781365,428105
"4124",781365,440749
"4125",781365,448342
"4126",781365,451800
"4127",781365,452599
"4128",781365,453396
"4129",781365,457354
"4130",781365,457583
"4131",781365,465636
"4132",781365,467178
"4133",781365,470086
"4134",781365,470248
"4135",781365,478832
"4136",781365,479777
"4137",781365,490684
"4138",781365,492607
"4139",781365,493655
"4140",781365,499437
"4141",781365,517526
"4142",781365,521255
"4143",781365,539126
"4144",781365,540934
"4145",781365,541988
"4146",781365,553257
"4147",781365,567655
"4393",106128,544999
"4394",106128,56437
"5984",106128,94671
"5985",106128,225587
"6162",820767,34525
"6163",820767,34812
"6164",820767,200671
"6165",820767,213829
"6166",820767,216505
"6167",820767,227064
"6168",820767,257310
"6169",820767,283541
"6170",820767,457583
"6171",820767,490684
"6172",820767,493655
"6173",820767,532453
"6174",820767,539126
"6175",820767,612520
"6176",820767,616649
"6177",820767,192183
"6178",820767,89931
"6184",820767,154943
"6210",820767,44531
"6631",106128,485559
"6672",982992,12563
"6673",982992,74968
"6674",982992,129462
"6675",982992,144790
"6676",982992,180037
"6677",982992,230673
"6678",982992,304287
"6679",982992,376735
"6680",982992,376940
"6681",982992,405897
"6682",982992,457354
"6683",982992,489371
"6684",982992,492607
"6685",982992,499437
"6686",982992,527898
"7097",705599,6539
"7098",705599,89931
"7099",705599,112642
"7100",705599,113017
"7101",705599,119154
"7102",705599,121743
"7103",705599,144790
"7104",705599,185665
"7105",705599,200671
"7106",705599,304287
"7107",705599,322770
"7108",705599,333491
"7109",705599,361313
"7110",705599,386899
"7111",705599,402723
"7112",705599,453396
"7113",705599,454149
"7114",705599,491757
"7115",705599,541988
"7116",705599,587636
"7117",705599,616649
"8034",828582,25311
"8035",828582,34525
"8036",828582,40476
"8037",828582,55629
"8038",828582,126944
"8039",828582,131779
"8040",828582,160716
"8041",828582,166998
"8042",828582,169708
"8043",828582,196852
"8044",828582,206975
"8045",828582,210839
"8046",828582,213829
"8047",828582,228988
"8048",828582,257310
"8049",828582,267846
"8050",828582,283541
"8051",828582,303578
"8052",828582,324045
"8053",828582,344617
"8054",828582,347410
"8055",828582,364441
"8056",828582,418175
"8057",828582,434897
"8058",828582,435892
"8059",828582,436056
"8060",828582,467178
"8061",106128,530719
"8062",106128,592747
"8063",106128,26657
"8064",106128,87712
"8065",106128,600535
"8465",767300,5980
"8466",767300,12563
"8467",767300,40458
"8468",767300,47528
"8469",767300,68496
"8470",767300,74968
"8471",767300,78051
"8472",767300,96467
"8473",767300,126944
"8474",767300,163101
"8475",767300,166998
"8476",767300,175835
"8477",767300,180037
"8478",767300,189820
"8479",767300,194044
"8480",767300,212016
"8481",767300,215524
"8482",767300,228988
"8483",767300,239762
"8484",767300,267723
"8485",767300,267846
"8486",767300,405897
"8487",767300,448162
"8488",767300,489371
"8489",767300,492607
"8490",767300,517526
"8491",767300,532453
"8492",767300,541988
"8493",767300,569179
"8494",767300,569455
"8495",767300,607946
"8496",767300,614243
"8497",767300,476631
"8498",767300,56437
"8499",767300,78149
"8500",767300,339357
"8501",767300,518594
"8502",767300,330362
"8503",767300,470716
"8504",767300,191129
"8505",767300,340716
"8506",767300,408727
"8566",767300,186958
"8567",767300,536395
"8570",767300,135208
"8571",767300,383115
"8572",767300,476232
"8574",767300,174205
"8575",767300,543714
"8576",767300,332477
"8577",767300,406621
"8578",767300,437755
"8579",767300,376659
"8580",767300,67942
"8581",767300,598051
"8582",767300,55815
"8583",767300,345251
"8584",767300,433698
"8585",767300,623465
"8586",767300,377408
"8592",767300,430494
"8593",767300,140673
"8594",767300,536737
"9180",106128,111214
"9181",106128,182509
"9182",106128,96319
"9183",106128,466358
"9203",106128,41626
"9204",106128,457633
"9210",106128,326550
"9212",106128,423861
"9213",106128,445942
"9214",106128,450855
"9215",647773,9101
"9216",647773,21931
"9217",647773,40458
"9218",647773,163101
"9219",647773,166998
"9220",647773,180037
"9221",647773,189820
"9222",647773,212016
"9223",647773,405897
"9224",647773,492607
"9263",767300,407171
"9264",767300,230793
"9265",767300,262752
"9266",767300,406991
"9267",767300,428189
"9268",767300,251074
"9269",767300,379573
"9270",767300,99340
"9271",767300,313073
"9272",767300,268443
"9273",767300,482010
"9276",767300,473292
"9277",767300,604582
"9278",767300,350874
"9279",767300,516234
"9280",767300,115722
"9282",767300,357273
"9283",767300,362290
"9284",767300,377316
"9825",807679,40476
"9826",807679,56437
"9827",807679,60117
"9828",807679,112273
"9829",807679,196852
"9830",807679,206975
"9831",807679,210839
"9832",807679,227064
"9833",807679,324045
"9834",807679,371598
"9835",807679,397543
"9836",807679,457583
"9837",807679,467178
